model_name,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
LinearSVR,15,42046,2804,2803,0.2494438257849294,5.025449941634099,4.352479486264716,5.850874063503389,0.3755228953607467,5.025449941634099,4.352479486264716,5.850874063503389,0.3755228953607467,6,5,1,0.1666666666666666,2.340490595338477,6.15062385051664e-06,3.927183933960712,0.5025093938060179,13.79987964206283,1.065018168564243,21.23469136604493,1.8040997621574264,1.0,1,1,0,3.4,0,6,1.781385228784985,5.133333333333334,5,6,0.339934634239519,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.024245766020567,0,0,0.3926744672275521
HUBERREGRESSOR,20,42041,2103,2102,0.2179449471770336,4.987988931583851,4.186489058039962,5.946717411988582,0.430356525566229,4.987988931583851,4.186489058039962,5.946717411988582,0.430356525566229,8,7,1,0.1666666666666666,1.7012147825006436,3.681304464603317e-06,3.903629374210823,0.5516670848354274,10.699376368897074,0.5012052844971344,22.032907883361183,1.7537921497410056,1.0,1,1,0,5.35,2,6,1.351850583459577,7.1,7,8,0.3,8.0,8,8,0.0,4.0,4,4,0.0,2.0,2,2,0.0,2.0,2,2,0.0,0.0234294426443923,1051,1051,0.4227090878059908
HUBERREGRESSOR,5,6911,1383,1382,0.4,4.876320170605858,3.762662807525326,5.788712011577424,0.6690881528302778,4.876320170605858,3.762662807525326,5.788712011577424,0.6690881528302778,4,3,1,0.1666666666666666,0.816493006794812,0.051440431995515,3.230422660551429,0.4052518376376153,3.238211968873688,0.7593501758529535,14.932942504380886,3.1471468666094324,1.0,1,1,0,1.4,1,3,0.8,3.0,3,3,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0559459348409382,0,0,0.5004024235381879
LinearSVR,5,10366,2074,2073,0.3999999999999999,4.977785282697454,4.486251808972503,5.258080077182827,0.2927869700532064,4.977785282697454,4.486251808972503,5.258080077182827,0.2927869700532064,5,4,1,0.1666666666666666,0.8492378053424376,0.0091679452048088,3.423870574987192,0.5545238800909893,3.337104744389817,0.6109285049878004,15.395619163059209,2.672635057294659,1.0,1,1,0,0.8,0,3,1.1661903789690602,4.0,4,4,0.0,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0630842508748028,0,0,0.5004024235381879
XGBRegressor,10,10361,1037,1036,0.3,4.970437443918639,4.536679536679537,6.26808100289296,0.5205300120647389,4.970437443918639,4.536679536679537,6.26808100289296,0.5205300120647389,4,4,0,0.1666666666666666,0.559745191993097,0.0,3.6545235276701833,0.7105377653879371,2.97654940356219,0.412839730313959,16.03656615548244,3.3180897422809497,0.0,0,0,0,0.9,0,2,0.5385164807134505,3.0,3,3,0.0,3.9,3,4,0.3,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0611863407324166,0,0,0.3250829733914482
XGBRegressor,5,34560,6912,6912,0.0,4.924768518518518,4.788773148148148,5.049189814814815,0.0979531879618679,4.924768518518518,4.788773148148148,5.049189814814815,0.0979531879618679,6,5,1,0.1666666666666666,1.8024637066827625,0.0119664018245398,4.565337939973309,0.6300264896606139,8.18259792931493,0.4160103420372381,24.263212472841538,4.136046361523445,1.0,1,1,0,4.8,1,6,1.939071942966532,5.4,5,6,0.4898979485566356,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0412046892636327,0,0,0.5004024235381879
XGBRegressor,10,34560,3456,3456,0.0,5.011574074074074,4.57175925925926,5.758101851851852,0.3738802153984513,5.011574074074074,4.57175925925926,5.758101851851852,0.3738802153984513,5,4,1,0.1666666666666666,1.8162702685520824,0.003424660052628,4.525716862964749,0.8156010082294203,8.191426360791032,0.3655820676063448,23.93733452046208,4.6653712051127245,1.0,1,1,0,2.9,1,5,1.445683229480096,4.4,4,5,0.4898979485566356,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0383972199581946,0,0,0.6730116670092565
XGBRegressor,15,34560,2304,2304,0.0,5.028935185185185,4.427083333333334,5.729166666666666,0.4098799458398943,5.028935185185185,4.427083333333334,5.729166666666666,0.4098799458398943,6,5,1,0.1666666666666666,1.9417652178594365,0.0034701323633398,4.673290036310957,0.8013449557982242,9.326084480095409,0.1415078537378948,25.59066586939557,4.215301319301678,1.0,1,1,0,2.333333333333333,0,5,2.086996778999804,5.2,5,6,0.3999999999999999,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0391555808094052,0,0,0.6909233093138181
XGBRegressor,20,34560,1728,1728,0.0,5.043402777777778,4.166666666666666,5.671296296296297,0.4528240924155673,5.043402777777778,4.166666666666666,5.671296296296297,0.4528240924155673,6,5,1,0.1666666666666666,1.9755473787469944,0.0097792364385974,4.768719225975579,0.751350209024176,9.262883001317912,0.2031147684760994,26.73989337885455,4.306553179883582,1.0,1,1,0,2.3,0,5,1.7349351572897471,5.0,5,5,0.0,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0379938382141385,0,0,0.6730116670092565
XGBRegressor,5,11520,2304,2304,0.0,4.947916666666666,4.513888888888888,5.251736111111112,0.2799395051492555,4.947916666666666,4.513888888888888,5.251736111111112,0.2799395051492555,5,4,1,0.5,2.4028168792086544,0.0328859723042257,4.508813997587892,0.8002779705510388,10.524982225213176,0.1204867074462763,23.913782944066263,4.713063724101247,1.0,1,1,0,3.6,1,5,1.3564659966250536,4.0,4,4,0.0,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0510749499573043,0,0,0.5004024235381879
XGBRegressor,10,11520,1152,1152,0.0,4.895833333333334,3.6458333333333335,5.902777777777778,0.6428301590824173,4.895833333333334,3.6458333333333335,5.902777777777778,0.6428301590824173,6,5,1,0.5,2.3641117814729453,0.0002702795468129,4.565437641738332,0.696244860107594,10.917803784065846,0.066205420190923,25.15597429052032,4.2267927214529495,1.0,1,1,0,3.6,0,6,2.0099751242241783,5.3,5,6,0.458257569495584,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0550138867529566,0,0,0.6730116670092565
XGBRegressor,5,20736,4148,4147,0.3999999999999999,5.020258396875295,4.7263081745840365,5.618519411622859,0.3086414593666154,5.020258396875295,4.7263081745840365,5.618519411622859,0.3086414593666154,4,3,1,0.1666666666666666,2.480494844388029,0.2948887877077417,4.609852818593231,0.0003564813245038,12.400281438333074,0.8190820127864624,25.969162822973622,0.0077780243129547,1.0,1,1,0,2.8,1,4,1.469693845669907,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.032950798188352,0,0,0.6730116670092565
XGBRegressor,10,20731,2074,2073,0.3,5.026296680329032,4.245055475156778,5.547515677761698,0.3748764647925712,5.026296680329032,4.245055475156778,5.547515677761698,0.3748764647925712,2,1,1,0.1666666666666666,0.4139303174550419,0.0059571178320341,2.300079677651105,0.0,1.3916926827595486,0.3627748405401036,4.058833920562256,0.0,1.0,1,1,0,0.1,0,1,0.3,1.4,1,2,0.4898979485566356,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0316225999339334,0,0,0.6730116670092565
HUBERREGRESSOR,15,20731,1383,1382,0.2494438257849294,5.006998704899512,3.835021707670044,5.933429811866859,0.5711375157353087,5.006998704899512,3.835021707670044,5.933429811866859,0.5711375157353087,2,1,1,0.1666666666666666,0.1488185019044509,2.2242380150695423e-05,0.3645364023644171,0.0,1.167087515233937,0.8458678444257322,1.2640282449130174,0.0,1.0,1,1,0,0.5333333333333333,0,1,0.4988876515698588,1.0666666666666669,1,2,0.2494438257849294,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0323327553586042,0,0,0.6730116670092565
HUBERREGRESSOR,20,20721,1037,1036,0.2179449471770337,4.975612752854797,3.571428571428571,6.081081081081082,0.6265165530559392,4.975612752854797,3.571428571428571,6.081081081081082,0.6265165530559392,2,2,0,0.1666666666666666,0.1046135316399104,0.0,0.8637283948134087,0.1582620318239289,1.224955100990852,0.7845495570655889,1.6474656471138067,0.0975133573366038,0.0,0,0,0,0.55,0,1,0.4974937185533099,1.05,1,2,0.2179449471770337,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0308786320256177,0,0,0.6881388137135884
QUANTILEREGRESSOR,5,10366,2074,2073,0.3999999999999999,4.862094775040808,4.3876567020250725,5.354558610709118,0.3696912890781937,4.862094775040808,4.3876567020250725,5.354558610709118,0.3696912890781937,4,3,1,0.1666666666666666,0.3535915672446449,0.0479582300134394,0.6518716039493245,0.0005769423042851,0.5329792431721023,0.022373616376643,0.9671066159736744,0.0013391154958968,1.0,1,1,0,0.0,0,0,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0621958850891967,0,0,0.0
LinearSVR,10,10361,1037,1036,0.3,4.9995904431777145,4.054054054054054,5.694980694980695,0.5857598499237383,4.9995904431777145,4.054054054054054,5.694980694980695,0.5857598499237383,5,5,0,0.1666666666666666,0.2850884170755901,0.0,0.95149795592892,0.101405677489601,0.931400570678521,0.0929465036210013,1.6866360579170685,0.1596329486035195,0.0,0,0,0,0.7,0,1,0.4582575694955839,4.0,4,4,0.0,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0595913783713347,0,0,0.0
LASSO,5,11520,2304,2304,0.0,4.991319444444445,4.730902777777778,5.46875,0.2647213660065434,4.991319444444445,4.730902777777778,5.46875,0.2647213660065434,6,5,1,0.5,1.703161586356862,8.462606375806262e-05,2.905358219624892,0.3900900927025909,8.345735257578747,0.0695676659514332,15.147467807693513,1.4154305632923407,1.0,1,1,0,3.6,1,6,2.154065922853802,5.2,5,6,0.3999999999999999,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0494506897011238,0,0,0.6730116670092565
LASSO,10,11520,1152,1152,0.0,5.017361111111111,4.513888888888888,5.555555555555555,0.3719493973199401,5.017361111111111,4.513888888888888,5.555555555555555,0.3719493973199401,5,4,1,0.5,1.927091381495236,3.2029253480534617e-06,3.3410137462939247,0.40212820647395,10.109975931632311,0.0070719509120884,16.667362447131193,1.249609382376244,1.0,1,1,0,3.1,0,5,1.6401219466856725,4.3,4,5,0.458257569495584,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0491757432542072,0,0,0.6108643020548935
QUANTILEREGRESSOR,5,10366,2074,2073,0.3999999999999999,5.026089674796634,4.580520732883317,5.354558610709118,0.2859123836732359,5.026089674796634,4.580520732883317,5.354558610709118,0.2859123836732359,5,4,1,0.1666666666666666,0.3450710593911859,0.0670451097664571,0.6103187155755414,0.0003511965696739,0.4581742126123018,0.1180685995672559,0.9034703420908988,0.0011186174201801,1.0,1,1,0,0.0,0,0,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0670740352421287,0,0,0.0
LinearSVR,10,10361,1037,1036,0.3,5.067204551293268,3.760848601735777,5.8880308880308885,0.5607740121773426,5.067204551293268,3.760848601735777,5.8880308880308885,0.5607740121773426,2,2,0,0.1666666666666666,0.1701402943067842,0.0,0.9021537489726432,0.1935948945272046,1.2180690783934531,0.4313995011084954,1.6689904230152457,0.1613030557949831,0.0,0,0,0,0.8,0,1,0.4,1.0,1,1,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0617782435432326,0,0,0.0
LinearSVR,5,38016,7604,7603,0.3999999999999999,4.97159265255838,4.629751413915559,5.550440615546495,0.3071370138761653,4.97159265255838,4.629751413915559,5.550440615546495,0.3071370138761653,5,4,1,0.1666666666666666,1.7982415655851625,0.0193865151023779,3.108953176939321,0.3580911342673973,9.34199488980792,0.7121025443438,15.602346779719364,1.2762819976593958,1.0,1,1,0,4.4,4,5,0.4898979485566356,4.0,4,4,0.0,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0241003032218228,0,0,0.0
LinearSVR,10,38011,3802,3801,0.3,4.9511943547069,4.498816101026046,5.761641673243883,0.3536571654587452,4.9511943547069,4.498816101026046,5.761641673243883,0.3536571654587452,9,8,1,0.1666666666666666,1.3570705865643018,6.641085392989984e-06,3.4967527982470963,0.4598047269506692,7.981290325419944,0.5265929813833199,17.94010339113571,1.8246798203821784,1.0,1,1,0,7.7,4,9,1.2688577540449522,8.1,8,9,0.3,9.0,9,9,0.0,4.0,4,4,0.0,2.0,2,2,0.0,3.0,3,3,0.0,0.0241243707169152,3802,950,0.3250829733914482
LinearSVR,15,38011,2535,2534,0.2494438257849294,4.956459604993392,3.82794001578532,5.880031570639305,0.5197145737413895,4.956459604993392,3.82794001578532,5.880031570639305,0.5197145737413895,7,6,1,0.1666666666666666,1.4001977921161963,6.098563573607159e-06,3.5827097647110167,0.48812297205905,8.352438023660293,1.0470341780754444,18.9380545664654,1.8392422164342488,1.0,1,1,0,4.733333333333333,2,6,0.9285592184789412,6.0,6,6,0.0,7.0,7,7,0.0,3.0,3,3,0.0,1.0,1,1,0.0,2.0,2,2,0.0,0.0219903438221517,1267,844,0.2449300267946353
LinearSVR,20,38001,1901,1900,0.2179449471770337,5.055130263850051,4.052631578947368,6.368421052631579,0.5256518803010064,5.055130263850051,4.052631578947368,6.368421052631579,0.5256518803010064,11,10,1,0.1666666666666666,1.4110808913659618,2.287615911607206e-05,3.685782708349263,0.4561213302843747,8.484037434374406,0.0600139103986157,19.91997863190964,1.6130861698338597,1.0,1,1,0,8.3,4,10,2.41039415863879,10.0,10,10,0.0,11.0,11,11,0.0,5.0,5,5,0.0,3.0,3,3,0.0,4.0,4,4,0.0,0.0248366887398636,950,949,0.6108643020548935
LinearSVR,5,6911,1383,1382,0.4,5.020975186600157,4.196816208393632,5.716353111432706,0.6350632878945139,5.020975186600157,4.196816208393632,5.716353111432706,0.6350632878945139,3,2,1,0.1666666666666666,0.278275723429349,0.0094364162889525,0.4835346714273843,0.0879405138981782,1.038894525993909,0.373414011846636,1.4497638883639232,0.1570831881631338,1.0,1,1,0,1.0,1,1,0.0,2.0,2,2,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0726026604293579,0,0,0.0
LASSO,5,10366,2074,2073,0.3999999999999999,4.871719369344854,4.486251808972503,5.402797877472263,0.337305695578269,4.871719369344854,4.486251808972503,5.402797877472263,0.337305695578269,5,4,1,0.5,1.2942629366266805,0.0047486704364841,2.464283769849781,0.3500364656353316,6.066394949357745,1.1087296354151257,11.281236547852222,1.7107305468938157,1.0,1,1,0,3.4,1,4,1.2000000000000002,4.0,4,4,0.0,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0618063397775388,0,0,0.5004024235381879
LinearSVR,10,10361,1037,1036,0.3,4.893384912671316,4.054054054054054,5.405405405405405,0.3890299564115815,4.893384912671316,4.054054054054054,5.405405405405405,0.3890299564115815,7,7,0,0.5,1.474391107220224,0.0,3.175322944147201,0.3995712875670587,7.804725040611184,1.1417023400047144,17.68802132762135,1.9696134890739003,0.0,0,0,0,2.5,0,5,2.5,6.3,6,7,0.458257569495584,7.0,7,7,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.0604587529667551,0,0,0.6931471805599453
XGBRegressor,5,6911,1383,1382,0.4000000000000001,4.948762783144091,4.0491684743311644,6.005788712011578,0.8071864809443355,4.948762783144091,4.0491684743311644,6.005788712011578,0.8071864809443355,3,2,1,0.1666666666666666,0.2191566052671786,0.0740578026461282,0.4428902508505632,0.0642048581127227,1.3127729840650244,1.1657307706291666,1.399301557079116,0.0340324548687192,1.0,1,1,0,1.0,1,1,0.0,2.0,2,2,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0890806514375724,0,0,0.0
HUBERREGRESSOR,5,7006,1402,1401,0.4,5.181249179055922,4.6395431834404,5.781584582441114,0.438778313353102,5.181249179055922,4.6395431834404,5.781584582441114,0.438778313353102,5,4,1,1.0,0.7211742812171623,0.0661828798400826,1.544494060803611,0.0010582519573219,1.2161133489076357,0.3170359855391345,1.961189695110082,0.0010004407584158,1.0,1,1,0,3.4,1,5,1.9595917942265424,5.0,5,5,0.0,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1871863994840741,0,0,0.6730116670092565
HUBERREGRESSOR,5,42046,8410,8409,0.3999999999999999,5.039719772527283,4.780592222618623,5.398977286240933,0.2228147214269625,5.039719772527283,4.780592222618623,5.398977286240933,0.2228147214269625,5,4,1,0.1666666666666666,0.7466658646960017,0.0594133394784856,1.5991369056860902,0.0001497475253186,1.283517195110863,0.343233796248191,2.2240031457606744,0.0003363040870612,1.0,1,1,0,3.4,1,5,1.9595917942265424,5.0,5,5,0.0,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0569650427171078,0,0,0.6730116670092565
XGBRegressor,10,42041,4205,4204,0.3,4.997505348510167,4.543292102759277,5.49476688867745,0.314976186058739,4.997505348510167,4.543292102759277,5.49476688867745,0.314976186058739,4,3,1,0.1666666666666666,1.1767997736021276,0.0483251518715865,4.610963143483212,0.0002101309737392,5.337738902190382,0.2299362185601623,24.952920035553625,0.0002590212470567,1.0,1,1,0,1.6,1,4,1.2,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0585728927703669,0,0,0.5004024235381879
XGBRegressor,15,42046,2804,2803,0.2494438257849294,5.058741661378026,4.067070995362112,6.100606493043168,0.4939956022305531,5.058741661378026,4.067070995362112,6.100606493043168,0.4939956022305531,3,2,1,0.1666666666666666,1.0467751773967349,0.0003648603813275,4.648130722080711,1.0563254848143515,3.73957327180981,0.0258127530971039,25.15508313528818,6.394124448353517,1.0,1,1,0,0.8,0,2,0.7483314773547883,2.466666666666667,2,3,0.498887651569859,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0571082121785105,0,0,0.5004024235381879
QUANTILEREGRESSOR,20,42041,2103,2102,0.2179449471770336,4.999880104223363,4.043767840152237,6.470028544243577,0.5036654590987891,4.999880104223363,4.043767840152237,6.470028544243577,0.5036654590987891,1,0,1,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0.0,0,0,0.0,1.0,1,1,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0581521522870164,0,0,0.5623351446188083
XGBRegressor,5,27646,5530,5529,0.3999999999999999,5.161701068539808,4.773960216998192,5.425935973955507,0.2334827427772695,5.161701068539808,4.773960216998192,5.425935973955507,0.2334827427772695,1,0,1,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0677132980882165,0,0,0.5004024235381879
XGBRegressor,10,27641,2765,2764,0.3,5.046848789525886,4.486251808972503,5.897250361794501,0.4642190521016152,5.046848789525886,4.486251808972503,5.897250361794501,0.4642190521016152,2,1,1,0.1666666666666666,0.6381020874446279,5.481432195759812e-05,2.067506804579463,0.0,1.2686352824087366,0.1456628825225228,3.0819384368308893,0.0,1.0,1,1,0,0.4,0,1,0.4898979485566356,1.2,1,2,0.4,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0681746827281428,0,0,0.6108643020548935
LinearSVR,15,27646,1844,1843,0.2494438257849294,4.97357259239294,4.232230059685295,5.860010851871948,0.463818654706379,4.97357259239294,4.232230059685295,5.860010851871948,0.463818654706379,2,1,1,0.1666666666666666,0.4370075398256606,0.0004940181083269,1.5286839685031357,0.0,0.90254056196057,0.0430310708467032,1.333929149278373,0.0,1.0,1,1,0,0.4,0,1,0.4898979485566356,1.0666666666666669,1,2,0.2494438257849294,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0622265822733004,0,0,0.6365141682948128
HUBERREGRESSOR,20,27641,1383,1382,0.2179449471770336,4.967242294012576,3.690303907380608,6.2228654124457305,0.5931364739087968,4.967242294012576,3.690303907380608,6.2228654124457305,0.5931364739087968,2,1,1,0.1666666666666666,0.1969568011206138,0.000242665526919,0.7233346398645714,0.0,1.2294220626032062,1.082423078049842,1.3934223344005898,0.0,1.0,1,1,0,0.65,0,1,0.4769696007084728,1.1,1,2,0.3,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0625352735300442,0,0,0.6474466390346325
XGBRegressor,5,8061,1613,1612,0.4,4.986977704414658,3.908188585607941,6.327543424317618,0.8583427687172066,4.986977704414658,3.908188585607941,6.327543424317618,0.8583427687172066,5,4,1,0.5,1.4452215474497,0.0591799395474957,4.317801450819709,0.0027165804687332,5.327607003256415,0.4064271590122468,21.74475195490374,0.0102208458818934,1.0,1,1,0,1.8,1,5,1.6000000000000003,5.0,5,5,0.0,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1224969236383934,0,0,0.5004024235381879
XGBRegressor,10,8061,807,806,0.3,5.024152806860565,3.349875930521092,6.451612903225806,0.9989219974520228,5.024152806860565,3.349875930521092,6.451612903225806,0.9989219974520228,4,4,0,0.5,1.4696206884361176,0.0372908197307449,4.945224649813191,0.9971290878702458,8.112299268068224,0.7352139112400096,33.28451144789466,5.808174717557008,0.0,0,0,0,1.2,0,3,1.469693845669907,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1173650787071341,0,0,0.6730116670092565
HUBERREGRESSOR,5,8061,1613,1612,0.4000000000000001,4.937365296543746,4.714640198511166,5.334987593052109,0.2242821602931123,4.937365296543746,4.714640198511166,5.334987593052109,0.2242821602931123,4,3,1,0.5,0.1078087432854286,0.0373046746172541,0.2222318610255254,0.000299491316333,1.0631625195409362,0.7348634339141782,1.272383608744115,0.0006420216341079,1.0,1,1,0,1.0,1,1,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1855455919804828,0,0,0.0
HUBERREGRESSOR,10,8061,807,806,0.3,4.949618874549921,3.8461538461538463,6.071871127633209,0.6396479415747557,4.949618874549921,3.8461538461538463,6.071871127633209,0.6396479415747557,4,4,0,0.5,0.1006809029923591,0.0270240708479037,0.1835416543099158,0.0130635540492295,1.166028333487343,1.028488588146504,1.2863257696234631,0.0278387670962648,0.0,0,0,0,0.0,0,0,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1768751587474294,0,0,0.0
HUBERREGRESSOR,5,11520,2304,2304,0.0,4.913194444444445,4.600694444444445,5.381944444444445,0.2777777777777778,4.913194444444445,4.600694444444445,5.381944444444445,0.2777777777777778,5,4,1,0.5,0.1372083422989028,0.0675363150748543,0.281381847475906,0.0006788197554962,0.8350485151599845,0.3958104399183839,1.1542397505124682,0.001068592905221,1.0,1,1,0,4.2,1,5,1.6000000000000003,5.0,5,5,0.0,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1683049935661756,0,0,0.5004024235381879
HUBERREGRESSOR,10,11520,1152,1152,0.0,4.895833333333334,3.6458333333333335,5.555555555555555,0.630999369631467,4.895833333333334,3.6458333333333335,5.555555555555555,0.630999369631467,4,3,1,0.5,0.1791699628510379,0.0247707799697899,0.5232133346623319,0.0008661489923257,0.8286761089689572,0.0479277285195118,1.238401844619676,0.0005954797943782,1.0,1,1,0,1.3,0,4,1.0049875621120892,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1573788646627164,0,0,0.5004024235381879
HUBERREGRESSOR,5,5760,1152,1152,0.0,5.121527777777778,3.9930555555555554,6.684027777777778,0.8784104611578831,5.121527777777778,3.9930555555555554,6.684027777777778,0.8784104611578831,2,1,1,0.5,0.1578186105033087,0.0324160973564372,0.2972652135229871,0.0,1.1274563739326426,0.8003535549415752,1.2642349913369892,0.0,1.0,1,1,0,1.4,1,2,0.4898979485566356,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1764843296159165,0,0,0.6730116670092565
HUBERREGRESSOR,5,4606,922,921,0.4,5.123922172683186,4.338394793926248,5.754614549402823,0.4938223302511125,5.123922172683186,4.338394793926248,5.754614549402823,0.4938223302511125,2,2,0,0.5,0.0990320134961897,0.0165298757007672,0.1669268177613269,0.0155084893701933,1.2583525369373043,1.1277899577009112,1.3571692113242877,0.0514060454347554,0.0,0,0,0,0.2,0,1,0.4000000000000001,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1867160595741608,0,0,0.0
